date,close,volume,open,high,low,,,Day
12/19/2018,160.89,47597670,166,167.45,159.09,,,352
12/18/2018,166.07,33753490,165.38,167.53,164.39,,,351
12/17/2018,163.94,43250420,165.45,168.35,162.73,,,350
12/14/2018,165.48,40620360,169,169.08,165.28,,,347
12/13/2018,170.95,31754210,170.49,172.57,169.55,,,346
12/12/2018,169.1,35474680,170.4,171.92,169.02,,,345
12/11/2018,168.63,45968040,171.66,171.79,167,,,344
12/10/2018,169.6,61759000,165,170.09,163.33,,,343
12/7/2018,168.49,41678680,173.49,174.49,168.3,,,340
12/6/2018,174.72,42704910,171.76,174.78,170.42,,,339
12/4/2018,176.69,41141250,180.95,182.3899,176.27,,,337
12/3/2018,184.82,40537700,184.46,184.94,181.21,,,336
11/30/2018,178.58,39424260,180.29,180.33,177.03,,,333
11/29/2018,179.55,41523580,182.66,182.8,177.7,,,332
11/28/2018,180.94,45941750,176.73,181.29,174.93,,,331
11/27/2018,174.24,41156140,171.51,174.77,170.88,,,330
11/26/2018,174.62,44662320,174.24,174.95,170.26,,,329
11/23/2018,172.29,23623970,174.94,176.595,172.1,,,326
11/21/2018,176.78,31096240,179.73,180.27,176.55,,,324
11/20/2018,176.98,67678680,178.37,181.47,175.51,,,323
11/19/2018,185.86,41626820,190,190.7,184.99,,,322
11/16/2018,193.53,36191330,190.5,194.9695,189.46,,,319
11/15/2018,191.41,46271660,188.39,191.97,186.9,,,318
11/14/2018,186.8,60547340,193.9,194.48,185.93,,,317
11/13/2018,192.23,46725710,191.63,197.18,191.4501,,,316
11/12/2018,194.17,50991030,199,199.85,193.79,,,315
11/9/2018,204.47,34317760,205.55,206.01,202.25,,,312
11/8/2018,208.49,25289270,209.98,210.12,206.75,,,311
11/7/2018,209.95,33291640,205.97,210.06,204.13,,,310
11/6/2018,203.77,31774720,201.92,204.72,201.69,,,309
11/5/2018,201.59,66072170,204.3,204.39,198.17,,,308
11/2/2018,207.48,91046560,209.55,213.65,205.43,,,305
11/1/2018,222.22,52954070,219.05,222.36,216.81,,,304
10/31/2018,218.86,38016810,216.88,220.45,216.62,,,303
10/30/2018,213.3,36487930,211.15,215.18,209.27,,,302
10/29/2018,212.24,45713690,219.19,219.69,206.09,,,301
10/26/2018,216.3,47191700,215.9,220.19,212.67,,,298
10/25/2018,219.8,29027340,217.71,221.38,216.75,,,297
10/24/2018,215.09,39992120,222.6,224.23,214.54,,,296
10/23/2018,222.73,38681170,215.83,223.25,214.7,,,295
10/22/2018,220.65,28751540,219.79,223.36,218.94,,,294
10/19/2018,219.31,32874330,218.06,221.26,217.43,,,291
10/18/2018,216.02,32389280,217.86,219.74,213,,,290
10/17/2018,221.19,22692880,222.3,222.64,219.34,,,289
10/16/2018,222.15,28802550,218.93,222.99,216.7627,,,288
10/15/2018,217.36,30280450,221.16,221.83,217.27,,,287
10/12/2018,222.11,39494770,220.42,222.88,216.84,,,284
10/11/2018,214.45,52902320,214.52,219.5,212.32,,,283
10/10/2018,216.36,41084070,225.46,226.35,216.05,,,282
10/9/2018,226.87,26656630,223.64,227.27,222.2462,,,281
10/8/2018,223.77,28784550,222.21,224.8,220.2,,,280
10/5/2018,224.29,33507770,227.96,228.41,220.58,,,277
10/4/2018,227.99,31961120,230.78,232.35,226.73,,,276
10/3/2018,232.07,28540490,230.05,233.47,229.78,,,275
10/2/2018,229.28,24435010,227.25,230,226.63,,,274
10/1/2018,227.26,23171020,227.95,229.42,226.35,,,273
9/28/2018,225.74,22560440,224.79,225.84,224.02,,,270
9/27/2018,224.95,29729270,223.82,226.44,223.54,,,269
9/26/2018,220.42,23430370,221,223.75,219.76,,,268
9/25/2018,222.19,22811140,219.75,222.82,219.7,,,267
9/24/2018,220.79,27581270,216.82,221.26,216.63,,,266
9/21/2018,217.66,95584080,220.78,221.36,217.29,,,263
9/20/2018,220.03,26388050,220.24,222.28,219.15,,,262
9/19/2018,218.37,26869880,218.5,219.62,215.3,,,261
9/18/2018,218.24,31495630,217.79,221.85,217.12,,,260
9/17/2018,217.88,36810120,222.15,222.95,217.27,,,259
9/14/2018,223.84,31801970,225.75,226.84,222.522,,,256
9/13/2018,226.41,41411350,223.52,228.35,222.57,,,255
9/12/2018,221.07,49118510,224.94,225,219.84,,,254
9/11/2018,223.85,35644510,218.01,224.299,216.56,,,253
9/10/2018,218.33,39194720,220.95,221.85,216.47,,,252
9/7/2018,221.3,37418910,221.85,225.37,220.71,,,249
9/6/2018,223.1,34121240,226.23,227.35,221.3,,,248
9/5/2018,226.87,33290830,228.99,229.67,225.1,,,247
9/4/2018,228.36,27363960,228.41,229.18,226.63,,,246
8/31/2018,227.63,43177540,226.51,228.87,226,,,242
8/30/2018,225.03,48696960,223.25,228.26,222.4,,,241
8/29/2018,222.98,27074260,220.15,223.49,219.41,,,240
8/28/2018,219.7,22751390,219.01,220.54,218.92,,,239
8/27/2018,217.94,20400770,217.15,218.74,216.33,,,238
8/24/2018,216.16,18457720,216.6,216.9,215.11,,,235
8/23/2018,215.49,18505780,214.65,217.05,214.6,,,234
8/22/2018,215.05,18965930,214.1,216.36,213.84,,,233
8/21/2018,215.04,25682700,216.8,217.19,214.025,,,232
8/20/2018,215.46,30149410,218.1,219.18,215.11,,,231
8/17/2018,217.58,35034410,213.44,217.95,213.16,,,228
8/16/2018,213.32,27595310,211.75,213.8121,211.47,,,227
8/15/2018,210.24,28595230,209.22,210.74,208.33,,,226
8/14/2018,209.75,20679270,210.155,210.56,208.26,,,225
8/13/2018,208.87,25864510,207.7,210.952,207.7,,,224
8/10/2018,207.53,24592460,207.36,209.1,206.67,,,221
8/9/2018,208.88,23389530,207.28,209.78,207.2,,,220
8/8/2018,207.25,22493750,206.05,207.81,204.52,,,219
8/7/2018,207.11,25525650,209.32,209.5,206.76,,,218
8/6/2018,209.07,25396100,208,209.25,207.07,,,217
8/3/2018,207.99,33408050,207.03,208.74,205.4803,,,214
8/2/2018,207.39,62317430,200.58,208.38,200.35,,,213
8/1/2018,201.5,67812280,199.13,201.76,197.31,,,212
7/31/2018,190.29,37847260,190.3,192.14,189.34,,,211
7/30/2018,189.91,20912890,191.9,192.2,189.07,,,210
7/27/2018,190.98,23975350,194.99,195.19,190.1,,,207
7/26/2018,194.21,19005150,194.61,195.96,193.61,,,206
7/25/2018,194.82,16553500,193.06,194.85,192.43,,,205
7/24/2018,193,18680930,192.45,193.6601,192.05,,,204
7/23/2018,191.61,15955820,190.68,191.96,189.56,,,203
7/20/2018,191.44,20670830,191.78,192.43,190.17,,,200
7/19/2018,191.88,20182050,189.69,192.55,189.69,,,199
7/18/2018,190.4,16365720,191.78,191.8,189.93,,,198
7/17/2018,191.45,15515000,189.75,191.87,189.2,,,197
7/16/2018,190.91,15009800,191.52,192.65,190.415,,,196
7/13/2018,191.33,12506830,191.08,191.84,190.9,,,193
7/12/2018,191.03,18000180,189.53,191.41,189.31,,,192
7/11/2018,187.88,18776390,188.5,189.7799,187.61,,,191
7/10/2018,190.35,15801370,190.71,191.28,190.1801,,,190
7/9/2018,190.58,19636390,189.5,190.68,189.3,,,189
7/6/2018,187.97,17426160,185.42,188.434,185.2,,,186
7/5/2018,185.4,16543880,185.26,186.41,184.28,,,185
7/3/2018,183.92,13954810,187.79,187.95,183.54,,,183
7/2/2018,187.18,17675210,183.82,187.3,183.42,,,182
6/29/2018,185.11,22551660,186.29,187.19,182.91,,,179
6/28/2018,185.5,17352380,184.1,186.21,183.8,,,178
6/27/2018,184.16,24987260,185.228,187.28,184.03,,,177
6/26/2018,184.43,24378480,182.99,186.53,182.54,,,176
6/25/2018,182.17,31632320,183.4,184.92,180.73,,,175
6/22/2018,184.92,27185130,186.12,186.15,184.7,,,172
6/21/2018,185.46,25649240,187.25,188.35,184.94,,,171
6/20/2018,186.5,20490090,186.35,187.2,185.73,,,170
6/19/2018,185.69,33538550,185.14,186.33,183.45,,,169
6/18/2018,188.74,18458410,187.88,189.22,187.2,,,168
6/15/2018,188.84,61438290,190.03,190.16,188.26,,,165
6/14/2018,190.8,21584720,191.55,191.57,190.22,,,164
6/13/2018,190.7,21480120,192.42,192.88,190.44,,,163
6/12/2018,192.28,16859020,191.385,192.611,191.15,,,162
6/11/2018,191.23,18069930,191.35,191.97,190.21,,,161
6/8/2018,191.7,26580710,191.17,192,189.77,,,158
6/7/2018,193.46,21329170,194.14,194.2,192.335,,,157
6/6/2018,193.98,20912820,193.63,194.08,191.92,,,156
6/5/2018,193.31,21535570,193.065,193.94,192.36,,,155
6/4/2018,191.83,26190620,191.635,193.42,191.35,,,154
6/1/2018,190.24,23377690,187.991,190.26,187.75,,,151
5/31/2018,186.87,27468700,187.22,188.23,186.14,,,150
5/30/2018,187.5,18503410,187.72,188,186.78,,,149
5/29/2018,187.9,22409110,187.6,188.75,186.87,,,148
5/25/2018,188.58,17186760,188.23,189.65,187.65,,,144
5/24/2018,188.15,23129400,188.77,188.84,186.21,,,143
5/23/2018,188.36,19966590,186.35,188.5,185.76,,,142
5/22/2018,187.16,15228270,188.375,188.88,186.78,,,141
5/21/2018,187.63,18383080,188,189.27,186.9106,,,140
5/18/2018,186.31,18083080,187.19,187.8102,186.13,,,137
5/17/2018,186.99,17014490,188,188.91,186.36,,,136
5/16/2018,188.18,19046600,186.07,188.46,186,,,135
5/15/2018,186.44,23639070,186.78,187.07,185.1,,,134
5/14/2018,188.15,20393070,189.01,189.53,187.86,,,133
5/11/2018,188.59,26167950,189.49,190.06,187.45,,,130
5/10/2018,190.04,27942430,187.74,190.37,187.65,,,129
5/9/2018,187.36,23141260,186.55,187.4,185.22,,,128
5/8/2018,186.05,28053230,184.99,186.22,183.665,,,127
5/7/2018,185.16,42557530,185.18,187.67,184.75,,,126
5/4/2018,183.83,56137230,178.25,184.25,178.17,,,123
5/3/2018,176.89,33944110,175.88,177.5,174.4411,,,122
5/2/2018,176.57,66454720,175.225,177.75,173.8,,,121
5/1/2018,169.1,52228910,166.41,169.2,165.27,,,120
4/30/2018,165.26,41976500,162.13,167.26,161.84,,,119
4/27/2018,162.32,35617230,164,164.33,160.63,,,116
4/26/2018,164.22,27850370,164.12,165.73,163.37,,,115
4/25/2018,163.65,28331540,162.62,165.42,162.41,,,114
4/24/2018,162.94,33674960,165.67,166.33,161.2201,,,113
4/23/2018,165.24,36396590,166.835,166.92,164.09,,,112
4/20/2018,165.72,65270950,170.595,171.2184,165.43,,,109
4/19/2018,172.8,34693280,174.95,175.39,172.66,,,108
4/18/2018,177.84,20544600,177.81,178.82,176.88,,,107
4/17/2018,178.24,26575010,176.49,178.9365,176.41,,,106
4/16/2018,175.82,21561320,175.0301,176.19,174.8301,,,105
4/13/2018,174.73,25100510,174.78,175.84,173.85,,,102
4/12/2018,174.14,22858840,173.41,175,173.04,,,101
4/11/2018,172.44,22401040,172.23,173.9232,171.7,,,100
4/10/2018,173.25,28567110,173,174,171.53,,,99
4/9/2018,170.05,28976200,169.88,173.09,169.845,,,98
4/6/2018,168.38,34949690,170.97,172.48,168.2,,,95
4/5/2018,172.8,26750260,172.58,174.2304,172.08,,,94
4/4/2018,171.61,34581850,164.88,172.01,164.77,,,93
4/3/2018,168.39,30237640,167.64,168.7455,164.88,,,92
4/2/2018,166.68,37425640,167.88,168.94,164.47,,,91
3/29/2018,167.78,38116290,167.805,171.75,166.9,,,87
3/28/2018,166.48,41464880,167.25,170.02,165.19,,,86
3/27/2018,168.34,39824200,173.68,175.15,166.92,,,85
3/26/2018,172.77,36778560,168.07,173.1,166.44,,,84
3/23/2018,164.94,40984540,168.39,169.92,164.94,,,81
3/22/2018,168.85,41335980,170,172.68,168.6,,,80
3/21/2018,171.27,36387880,175.04,175.09,171.26,,,79
3/20/2018,175.24,19620520,175.24,176.8,174.94,,,78
3/19/2018,175.3,32931110,177.32,177.47,173.66,,,77
3/16/2018,178.02,38313330,178.65,179.12,177.62,,,74
3/15/2018,178.65,22676520,178.5,180.24,178.0701,,,73
3/14/2018,178.44,29334630,180.32,180.52,177.81,,,72
3/13/2018,179.97,31464170,182.59,183.5,179.24,,,71
3/12/2018,181.72,32191070,180.29,182.39,180.21,,,70
3/9/2018,179.98,32130360,177.96,180,177.39,,,67
3/8/2018,176.94,24518850,175.48,177.12,175.07,,,66
3/7/2018,175.03,31686450,174.94,175.85,174.27,,,65
3/6/2018,176.67,23273160,177.91,178.25,176.13,,,64
3/5/2018,176.82,27825140,175.21,177.74,174.52,,,63
3/2/2018,176.21,38426060,172.8,176.3,172.45,,,60
3/1/2018,175,48706170,178.54,179.775,172.66,,,59
2/28/2018,178.12,37568080,179.26,180.615,178.05,,,58
2/27/2018,178.39,38885510,179.1,180.48,178.16,,,57
2/26/2018,178.97,37353670,176.35,179.39,176.21,,,56
2/23/2018,175.5,33772050,173.67,175.65,173.54,,,53
2/22/2018,172.5,30953760,171.8,173.95,171.71,,,52
2/21/2018,171.07,37378070,172.83,174.12,171.01,,,51
2/20/2018,171.85,33690660,172.05,174.26,171.42,,,50
2/16/2018,172.43,40113790,172.36,174.82,171.77,,,46
2/15/2018,172.99,50908540,169.79,173.09,169,,,45
2/14/2018,167.37,40382890,163.045,167.54,162.88,,,44
2/13/2018,164.34,32483310,161.95,164.75,161.65,,,43
2/12/2018,162.71,60774900,158.5,163.89,157.51,,,42
2/9/2018,156.41,70583530,157.07,157.89,150.24,,,39
2/8/2018,155.15,54145930,160.29,161,155.03,,,38
2/7/2018,159.54,51467440,163.085,163.4,159.0685,,,37
2/6/2018,163.03,68171940,154.83,163.72,154,,,36
2/5/2018,156.49,72215320,159.1,163.88,156,,,35
2/2/2018,160.5,85957050,166,166.8,160.1,,,32
2/1/2018,167.78,44453230,167.165,168.62,166.76,,,31
1/31/2018,167.43,32234520,166.87,168.4417,166.5,,,30
1/30/2018,166.97,45635470,165.525,167.37,164.7,,,29
1/29/2018,167.96,50565420,170.16,170.16,167.07,,,28
1/26/2018,171.51,39075250,172,172,170.06,,,25
1/25/2018,171.11,41438280,174.505,174.95,170.53,,,24
1/24/2018,174.22,51368540,177.25,177.3,173.2,,,23
1/23/2018,177.04,32395870,177.3,179.44,176.82,,,22
1/22/2018,177,27052000,177.3,177.78,176.6016,,,21
1/19/2018,178.46,31306390,178.61,179.58,177.41,,,18
1/18/2018,179.26,31087330,179.37,180.1,178.25,,,17
1/17/2018,179.1,34260230,176.15,179.25,175.07,,,16
1/16/2018,176.19,29512410,177.9,179.39,176.14,,,15
1/12/2018,177.09,25302200,176.18,177.36,175.65,,,11
1/11/2018,175.28,18653380,174.59,175.4886,174.49,,,10
1/10/2018,174.29,23751690,173.16,174.3,173,,,9
1/9/2018,174.33,21532200,174.55,175.06,173.41,,,8
1/8/2018,174.35,20523870,174.35,175.61,173.93,,,7
1/5/2018,175,23589930,173.44,175.37,173.05,,,4
1/4/2018,173.03,22342650,172.54,173.47,172.08,,,3
1/3/2018,172.23,29461040,172.53,174.55,171.96,,,2
43102,172.26,25400540,170.16,172.3,169.26,,,1
